Activity Type,Date,Favorite,Title,Place,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Walking,7/22/2023 10:37,FALSE,Schmallenberg Walking,Schmallenberg,9.11,539,2:45:00,96,132,1.8,72,250,18:07,5:19,218,360,0.77,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:19.0,10,NaN,--,--,--,--,--,--,--,--,1:57:39,2:53:10,459,708
Walking,7/21/2023 11:16,FALSE,Schmallenberg Walking,Schmallenberg,8.94,543,2:55:51,101,133,1.6,60,241,19:41,5:44,114,237,0.87,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:13:08,9,NaN,--,--,--,--,--,--,--,--,1:48:19,2:55:51,354,529
Strength Training,7/20/2023 10:25,FALSE,Strength,Unknown,0,116,0:20:00,136,153,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:20:00,1,NaN,--,--,--,--,--,--,--,--,0:20:00,0:20:00,--,--
Treadmill Running,7/20/2023 10:04,FALSE,Treadmill Running,Treadmill,1.01,40,06:13.7,140,157,2.1,163,169,6:10,5:24,--,--,1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:04.1,2,NaN,--,--,--,--,--,--,--,--,0:06:06,06:13.7,--,--
Treadmill Running,7/19/2023 7:55,FALSE,Treadmill Running,Treadmill,0.5,20,02:50.9,148,154,1,171,174,5:42,5:17,--,--,1.03,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:50.9,1,NaN,--,--,--,--,--,--,--,--,02:50.9,02:50.9,--,--
Strength Training,7/19/2023 7:17,FALSE,Strength,Unknown,0,240,0:36:54,147,171,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,2,No,0:36:54,1,NaN,--,--,--,--,--,--,--,--,0:36:47,0:36:54,--,--
Cardio,7/16/2023 15:40,FALSE,Cardio,Unknown,0,91,0:10:59,174,184,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:59,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:11:19,--,--
Strength Training,7/16/2023 14:54,FALSE,Strength,Unknown,0,303,0:45:28,152,179,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:45:28,1,NaN,--,--,--,--,--,--,--,--,0:45:28,0:45:28,--,--
Cardio,7/14/2023 18:38,FALSE,Cardio,Unknown,0,75,09:44.8,162,185,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,09:44.8,1,NaN,--,--,--,--,--,--,--,--,0:00:00,09:44.8,--,--
Strength Training,7/14/2023 18:09,FALSE,Strength,Unknown,0,131,0:29:05,123,152,1.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:29:05,1,NaN,--,--,--,--,--,--,--,--,0:29:05,0:29:05,--,--
Cardio,7/11/2023 11:55,FALSE,Cardio,Unknown,0,120,0:21:19,134,169,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:21:19,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:33:13,--,--
Cardio,7/10/2023 9:21,FALSE,Cardio,Unknown,0,40,04:54.5,170,185,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:54.5,1,NaN,--,--,--,--,--,--,--,--,0:00:00,04:54.5,--,--
Strength Training,7/10/2023 8:50,FALSE,Strength,Unknown,0,150,0:30:54,124,161,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:30:54,1,NaN,--,--,--,--,--,--,--,--,0:30:54,0:30:54,--,--
Strength Training,7/8/2023 16:08,FALSE,Strength,Unknown,0,165,0:32:45,132,167,2.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:32:45,1,NaN,--,--,--,--,--,--,--,--,0:32:45,0:32:45,--,--
Strength Training,7/3/2023 7:26,FALSE,Strength,Unknown,0,54,07:01.1,163,172,2.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,2,1,No,07:01.1,1,NaN,--,--,--,--,--,--,--,--,07:01.1,07:01.1,--,--
Running,7/3/2023 7:08,FALSE,Moscow Running,Moscow,2.14,104,0:12:13,179,193,3.2,172,178,5:43,5:12,3,--,1.02,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:43.7,3,NaN,--,--,--,--,--,--,--,--,0:12:05,0:12:24,160,170
Strength Training,6/30/2023 6:16,FALSE,Strength,Unknown,0,265,0:39:32,151,182,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:39:32,1,NaN,--,--,--,--,--,--,--,--,0:39:32,0:39:32,--,--
Strength Training,6/29/2023 8:45,FALSE,Strength,Unknown,0,274,0:39:30,153,173,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:39:30,1,NaN,--,--,--,--,--,--,--,--,0:39:30,0:39:30,--,--
Strength Training,6/28/2023 6:40,FALSE,Strength,Unknown,0,265,0:43:11,147,184,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,3,1,No,0:43:11,1,NaN,--,--,--,--,--,--,--,--,0:43:11,0:43:11,--,--
Cardio,6/27/2023 7:10,FALSE,Cardio,Unknown,0,90,0:10:58,173,187,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:58,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:58,--,--
Strength Training,6/27/2023 6:42,FALSE,Strength,Unknown,0,178,0:27:16,146,166,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:27:16,1,NaN,--,--,--,--,--,--,--,--,0:27:16,0:27:16,--,--
Strength Training,6/20/2023 8:43,FALSE,Strength,Unknown,0,353,0:51:10,156,180,3.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:51:10,1,NaN,--,--,--,--,--,--,--,--,0:51:10,0:51:10,--,--
Strength Training,6/19/2023 6:46,FALSE,Strength,Unknown,0,272,0:55:32,130,171,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:55:32,1,NaN,--,--,--,--,--,--,--,--,0:55:32,0:55:32,--,--
Cardio,6/17/2023 9:09,FALSE,Cardio,Unknown,0,95,0:12:02,166,176,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:12:02,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:12:02,--,--
Strength Training,6/17/2023 8:22,FALSE,Strength,Unknown,0,255,0:45:51,135,168,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,3,1,No,0:45:51,1,NaN,--,--,--,--,--,--,--,--,0:45:51,0:45:51,--,--
Strength Training,6/15/2023 6:06,FALSE,Strength,Unknown,0,330,0:47:16,155,175,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:47:16,1,NaN,--,--,--,--,--,--,--,--,0:47:16,0:47:16,--,--
Treadmill Running,6/14/2023 10:22,FALSE,Treadmill Running,Treadmill,1.6,73,08:42.0,177,187,2.6,170,173,5:27,5:16,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:13.3,2,NaN,--,--,--,--,--,--,--,--,08:41.7,08:42.0,--,--
Cardio,6/14/2023 10:02,FALSE,Cardio,Unknown,0,146,0:18:26,168,180,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:18:26,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:18:26,--,--
Running,6/13/2023 8:04,FALSE,Zemst Running,Zemst,3.76,179,0:20:20,176,192,3.8,168,179,5:24,4:45,25,28,1.1,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:11.1,4,NaN,--,--,--,--,--,--,--,--,0:20:03,0:28:04,8,22
Treadmill Running,6/12/2023 7:24,FALSE,Treadmill Running,Treadmill,0.59,25,03:25.3,151,173,0.9,166,169,5:48,5:23,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:25.3,1,NaN,--,--,--,--,--,--,--,--,0:03:25,03:25.3,--,--
Strength Training,6/12/2023 6:46,FALSE,Strength,Unknown,0,199,0:37:01,132,165,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:37:01,1,NaN,--,--,--,--,--,--,--,--,0:37:01,0:37:01,--,--
Strength Training,6/11/2023 7:55,FALSE,Strength,Unknown,0,325,0:53:02,144,168,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:53:02,1,NaN,--,--,--,--,--,--,--,--,0:53:02,0:53:02,--,--
Strength Training,6/9/2023 5:16,FALSE,Strength,Unknown,0,344,0:58:06,147,174,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,9,1,No,0:58:06,1,NaN,--,--,--,--,--,--,--,--,0:58:06,0:58:06,--,--
Cardio,6/7/2023 6:05,FALSE,Cardio,Unknown,0,85,0:10:43,167,175,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:43,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:43,--,--
Strength Training,6/7/2023 5:19,FALSE,Strength,Unknown,0,269,0:45:40,144,168,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:45:40,1,NaN,--,--,--,--,--,--,--,--,0:45:40,0:45:40,--,--
Strength Training,6/6/2023 5:20,FALSE,Strength,Unknown,0,329,0:53:46,147,168,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,28,2,No,0:53:46,1,NaN,--,--,--,--,--,--,--,--,0:53:38,0:53:46,--,--
Strength Training,6/5/2023 5:31,FALSE,Strength,Unknown,0,276,0:43:38,147,168,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:43:38,1,NaN,--,--,--,--,--,--,--,--,0:43:38,0:43:38,--,--
Treadmill Running,6/4/2023 15:12,FALSE,Treadmill Running,Treadmill,2.05,96,0:11:17,178,188,2.9,168,177,5:30,4:47,--,--,1.08,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:25.8,3,NaN,--,--,--,--,--,--,--,--,0:11:07,0:11:17,--,--
Cardio,6/4/2023 14:52,FALSE,Cardio,Unknown,0,134,0:16:54,168,182,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:16:54,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:16:54,--,--
Strength Training,6/3/2023 6:05,FALSE,Strength,Unknown,0,264,0:39:45,153,179,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:39:45,1,NaN,--,--,--,--,--,--,--,--,0:39:45,0:39:45,--,--
Strength Training,6/1/2023 5:49,FALSE,Strength,Unknown,0,332,0:59:41,142,171,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:59:41,1,NaN,--,--,--,--,--,--,--,--,0:59:41,0:59:41,--,--
Cardio,5/31/2023 6:47,FALSE,Cardio,Unknown,0,118,0:15:22,161,172,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:22,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:22,--,--
Strength Training,5/31/2023 6:05,FALSE,Strength,Unknown,0,213,0:41:02,133,165,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:41:02,1,NaN,--,--,--,--,--,--,--,--,0:41:02,0:41:02,--,--
Treadmill Running,5/30/2023 8:10,FALSE,Treadmill Running,Treadmill,0.77,36,04:37.6,165,180,1.9,168,171,6:02,5:17,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,04:37.6,1,NaN,--,--,--,--,--,--,--,--,0:04:37,04:37.6,--,--
Strength Training,5/30/2023 7:23,FALSE,Strength,Unknown,0,280,0:45:55,144,171,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:45:55,1,NaN,--,--,--,--,--,--,--,--,0:45:55,0:45:55,--,--
Treadmill Running,5/28/2023 8:39,FALSE,Treadmill Running,Treadmill,1.45,65,08:13.0,166,183,2.3,165,173,5:41,4:59,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,02:43.7,2,NaN,--,--,--,--,--,--,--,--,0:08:12,09:14.8,--,--
Strength Training,5/28/2023 7:59,FALSE,Strength,Unknown,0,238,0:39:00,147,175,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,8,1,No,0:39:00,1,NaN,--,--,--,--,--,--,--,--,0:39:00,0:39:00,--,--
Cardio,5/27/2023 8:51,FALSE,Cardio,Unknown,0,168,0:39:57,132,175,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:39:57,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:44:17,--,--
Strength Training,5/27/2023 8:04,FALSE,Strength,Unknown,0,261,0:45:23,139,158,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:45:23,1,NaN,--,--,--,--,--,--,--,--,0:45:23,0:45:23,--,--
Cardio,5/26/2023 6:40,FALSE,Cardio,Unknown,0,52,06:32.6,167,173,2.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,06:32.6,1,NaN,--,--,--,--,--,--,--,--,0:00:00,06:32.6,--,--
Treadmill Running,5/26/2023 6:31,FALSE,Treadmill Running,Treadmill,1.25,58,07:11.1,168,183,2.2,168,172,5:44,5:19,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:25.1,2,NaN,--,--,--,--,--,--,--,--,0:07:11,07:11.1,--,--
Strength Training,5/26/2023 5:40,FALSE,Strength,Unknown,0,265,0:48:14,137,163,2.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:48:14,1,NaN,--,--,--,--,--,--,--,--,0:48:14,0:48:14,--,--
Cardio,5/24/2023 6:52,FALSE,Cardio,Unknown,0,81,0:10:20,165,173,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:10:20,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:10:25,--,--
Strength Training,5/24/2023 6:05,FALSE,Strength,Unknown,0,281,0:45:39,144,176,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:45:39,1,NaN,--,--,--,--,--,--,--,--,0:45:39,0:45:39,--,--
Strength Training,5/23/2023 7:09,FALSE,Strength,Unknown,0,290,0:46:36,153,183,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,16,1,No,0:46:36,1,NaN,--,--,--,--,--,--,--,--,0:46:36,0:46:36,--,--
Strength Training,5/22/2023 7:14,FALSE,Strength,Unknown,0,304,0:51:36,142,163,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,16,1,No,0:51:36,1,NaN,--,--,--,--,--,--,--,--,0:51:36,0:51:36,--,--
Strength Training,5/21/2023 7:59,FALSE,Strength,Unknown,0,321,1:01:24,141,168,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,3,1,No,1:01:24,1,NaN,--,--,--,--,--,--,--,--,1:01:24,1:01:24,--,--
Cardio,5/19/2023 10:28,FALSE,Cardio,Unknown,0,121,0:15:17,166,172,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:17,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:17,--,--
Strength Training,5/19/2023 9:43,FALSE,Strength,Unknown,0,304,0:44:13,153,168,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,17,2,No,0:44:13,1,NaN,--,--,--,--,--,--,--,--,0:44:08,0:44:13,--,--
Strength Training,5/18/2023 20:55,FALSE,Strength,Unknown,0,58,09:22.8,141,161,1.5,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,2,1,No,09:22.8,1,NaN,--,--,--,--,--,--,--,--,09:22.8,09:22.8,--,--
Treadmill Running,5/18/2023 20:33,FALSE,Treadmill Running,Treadmill,3.28,149,0:17:55,175,182,3.2,168,172,5:28,5:19,--,--,1.09,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:32.3,4,NaN,--,--,--,--,--,--,--,--,0:17:53,0:19:14,--,--
Strength Training,5/18/2023 19:56,FALSE,Strength,Unknown,0,234,0:35:34,157,183,3.2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:35:34,1,NaN,--,--,--,--,--,--,--,--,0:35:34,0:35:34,--,--
Cardio,5/17/2023 6:39,FALSE,Cardio,Unknown,0,160,0:20:32,163,170,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:20:32,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:20:32,--,--
Strength Training,5/17/2023 6:02,FALSE,Strength,Unknown,0,201,0:35:05,138,164,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:35:05,1,NaN,--,--,--,--,--,--,--,--,0:35:05,0:35:05,--,--
Strength Training,5/16/2023 5:50,FALSE,Strength,Unknown,0,287,0:46:48,144,170,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,12,1,No,0:46:48,1,NaN,--,--,--,--,--,--,--,--,0:46:48,0:46:48,--,--
Strength Training,5/14/2023 7:45,FALSE,Strength,Unknown,0,268,0:48:31,140,168,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,10,1,No,0:48:31,1,NaN,--,--,--,--,--,--,--,--,0:48:31,0:48:31,--,--
Strength Training,5/13/2023 8:20,FALSE,Strength,Unknown,0,323,0:53:29,149,180,3.3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,20,1,No,0:53:29,1,NaN,--,--,--,--,--,--,--,--,0:53:29,0:53:29,--,--
Strength Training,5/12/2023 12:26,FALSE,Strength,Unknown,0,99,0:15:24,143,171,2,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:15:24,1,NaN,--,--,--,--,--,--,--,--,0:15:24,0:15:24,--,--
Treadmill Running,5/12/2023 12:09,FALSE,Treadmill Running,Treadmill,2.61,112,0:14:18,165,189,2.8,168,174,5:29,5:14,--,--,1.09,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:20.5,3,NaN,--,--,--,--,--,--,--,--,0:14:16,0:14:31,--,--
Strength Training,5/12/2023 11:38,FALSE,Strength,Unknown,0,196,0:30:15,144,171,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:30:15,1,NaN,--,--,--,--,--,--,--,--,0:30:15,0:30:15,--,--
Cardio,5/11/2023 6:33,FALSE,Cardio,Unknown,0,104,0:12:38,173,181,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:12:38,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:12:38,--,--
Strength Training,5/11/2023 5:51,FALSE,Strength,Unknown,0,288,0:42:17,151,169,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,7,1,No,0:42:17,1,NaN,--,--,--,--,--,--,--,--,0:42:17,0:42:17,--,--
Cardio,5/10/2023 7:11,FALSE,Cardio,Unknown,0,125,0:15:29,171,178,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:29,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:29,--,--
Treadmill Running,5/10/2023 7:01,FALSE,Treadmill Running,Treadmill,1.24,57,06:57.0,174,185,2.3,166,175,5:37,5:18,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:21.3,2,NaN,--,--,--,--,--,--,--,--,06:56.7,06:57.0,--,--
Strength Training,5/10/2023 6:18,FALSE,Strength,Unknown,0,258,0:42:34,142,173,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:42:34,1,NaN,--,--,--,--,--,--,--,--,0:42:34,0:42:34,--,--
Strength Training,5/8/2023 7:17,FALSE,Strength,Unknown,0,334,0:53:13,153,182,3.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,6,1,No,0:53:13,1,NaN,--,--,--,--,--,--,--,--,0:53:13,0:53:13,--,--
Cardio,5/6/2023 8:36,FALSE,Cardio,Unknown,0,118,0:15:03,165,171,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:03,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:03,--,--
Strength Training,5/6/2023 7:51,FALSE,Strength,Unknown,0,262,0:44:13,142,168,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:44:13,1,NaN,--,--,--,--,--,--,--,--,0:44:13,0:44:13,--,--
Treadmill Running,5/5/2023 8:58,FALSE,Treadmill Running,Treadmill,2.54,119,0:15:03,166,183,3,161,172,5:55,5:19,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:01.1,3,NaN,--,--,--,--,--,--,--,--,0:14:13,0:15:03,--,--
Strength Training,5/5/2023 8:26,FALSE,Strength,Unknown,0,212,0:31:21,149,167,2.7,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,14,1,No,0:31:21,1,NaN,--,--,--,--,--,--,--,--,0:31:21,0:31:21,--,--
Strength Training,5/4/2023 5:59,FALSE,Strength,Unknown,0,255,0:38:57,151,175,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,4,1,No,0:38:57,1,NaN,--,--,--,--,--,--,--,--,0:38:57,0:38:57,--,--
Treadmill Running,5/3/2023 6:58,FALSE,Treadmill Running,Treadmill,2.01,90,0:11:21,166,179,2.6,168,174,5:38,5:18,--,--,1.05,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:03.4,3,NaN,--,--,--,--,--,--,--,--,0:11:19,0:11:21,--,--
Strength Training,5/3/2023 6:15,FALSE,Strength,Unknown,0,242,0:40:23,141,162,2.6,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:40:23,1,NaN,--,--,--,--,--,--,--,--,0:40:23,0:40:23,--,--
Treadmill Running,5/1/2023 8:52,FALSE,Treadmill Running,Treadmill,2.31,102,0:12:38,169,183,2.7,170,175,5:29,5:13,--,--,1.07,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,01:40.2,3,NaN,--,--,--,--,--,--,--,--,0:12:37,0:12:38,--,--
Strength Training,5/1/2023 8:21,FALSE,Strength,Unknown,0,201,0:29:23,152,172,2.9,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,11,1,No,0:29:23,1,NaN,--,--,--,--,--,--,--,--,0:29:23,0:29:23,--,--
Strength Training,4/30/2023 8:30,FALSE,Strength,Unknown,0,278,0:49:54,141,178,3,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,5,1,No,0:49:54,1,NaN,--,--,--,--,--,--,--,--,0:49:54,0:49:54,--,--
Strength Training,4/28/2023 6:23,FALSE,Strength,Unknown,0,263,0:49:52,136,165,2.4,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,13,1,No,0:49:52,1,NaN,--,--,--,--,--,--,--,--,0:49:52,0:50:01,--,--
Cardio,4/27/2023 6:55,FALSE,Cardio,Unknown,0,122,0:15:00,171,180,3.1,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,0:15:00,1,NaN,--,--,--,--,--,--,--,--,0:00:00,0:15:37,--,--
Treadmill Running,4/27/2023 6:36,FALSE,Treadmill Running,Treadmill,2.49,123,0:14:51,174,187,3.1,170,176,5:57,5:18,--,--,0.99,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,03:00.7,3,NaN,--,--,--,--,--,--,--,--,0:14:51,0:14:51,--,--
Treadmill Running,4/25/2023 6:27,FALSE,Treadmill Running,Treadmill,1.02,40,05:49.0,146,153,1.3,170,174,5:41,5:15,--,--,1.04,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,NaN,--,No,00:08.2,2,NaN,--,--,--,--,--,--,--,--,0:05:48,05:49.0,--,--
Strength Training,4/25/2023 5:45,FALSE,Strength,Unknown,0,243,0:39:47,146,189,2.8,--,--,--,--,--,--,NaN,NaN,NaN,NaN,0,NaN,NaN,--,NaN,NaN,15,1,No,0:39:47,1,NaN,--,--,--,--,--,--,--,--,0:39:47,0:39:47,--,--
